,UID,group,overpass,land_cover,mast,yast,theta,ncsa,mast_unc,yast_unc,theta_unc
725,EUR199597,workday,N,rural_bare,278.374115,12.74069595,-28.78186798,1382,0.114230767,0.160114616,0.703800738
726,EUR199597,weekend,N,urban,280.3357239,13.40100574,-25.79454041,732,0.156962827,0.234358743,0.898803234
727,EUR199597,weekend,N,rural_bare,278.1057434,12.94877243,-28.84989548,585,0.179936543,0.252833664,1.088830352
728,EUR199598,workday,D,urban,292.1795654,19.55912971,-18.74570465,1394,0.132027119,0.201670215,0.506102204
729,EUR199598,workday,D,rural_bare,290.4761963,18.41770935,-20.66450691,1041,0.158348709,0.248334482,0.632970095
730,EUR199598,weekend,D,urban,292.0464783,19.86833382,-19.01200676,535,0.213539883,0.327075064,0.804648638
731,EUR199598,weekend,D,rural_bare,290.4404907,18.53030396,-21.09602356,413,0.242771968,0.376357883,0.963145733
732,EUR199598,workday,N,urban,279.9783325,12.82115269,-26.859375,1974,0.09725146,0.142570391,0.590954423
733,EUR199598,workday,N,rural_bare,278.2410583,12.37015438,-29.21985435,1635,0.108099177,0.155172065,0.682053506
734,EUR199598,weekend,N,urban,279.6878662,13.10222435,-27.93902397,803,0.158213779,0.234330297,0.927054167
735,EUR199598,weekend,N,rural_bare,278.0110474,12.8095808,-30.27909088,683,0.169396669,0.243500382,1.024161816
736,EUR199599,workday,D,urban,293.4331665,16.23604202,-17.72685051,1308,0.119646117,0.177647501,0.576211035
737,EUR199599,workday,D,rural_bare,292.5516968,15.3925333,-21.87134552,1165,0.129121155,0.193336591,0.654636204
738,EUR199599,weekend,D,urban,293.4460144,16.42383003,-18.07548141,529,0.182109192,0.270147681,0.871354401
739,EUR199599,weekend,D,rural_bare,292.6113586,15.48803997,-22.5994339,456,0.204046994,0.302216977,1.039996505
740,EUR199599,workday,N,urban,281.6748962,8.884013176,-29.79128647,2148,0.074824534,0.106876932,0.685535848
741,EUR199599,workday,N,rural_bare,280.6133728,8.182162285,-31.22257042,1877,0.0788849,0.114115812,0.772758484
742,EUR199599,weekend,N,urban,281.5901489,8.897569656,-29.01189041,876,0.118646733,0.170192808,1.078881741
743,EUR199599,weekend,N,rural_bare,280.4445496,7.940090179,-30.37815285,758,0.123302199,0.17795904,1.250687838
744,EUR1995100,workday,D,urban,292.5816345,19.2485981,-15.99983025,1368,0.135632619,0.206421331,0.523156285
745,EUR1995100,workday,D,rural_bare,290.7085571,17.87499237,-20.53179169,750,0.216212764,0.319640249,0.774463654
746,EUR1995100,weekend,D,urban,292.7183533,18.88282967,-15.9892664,543,0.208152965,0.319986731,0.820916235
747,EUR1995100,weekend,D,rural_bare,290.3424683,17.53971481,-21.61160278,296,0.342432439,0.49649474,1.310563922
748,EUR1995100,workday,N,urban,279.999054,11.74942875,-25.41297531,1931,0.087061457,0.126754045,0.587811947
749,EUR1995100,workday,N,rural_bare,278.7987366,11.38431549,-28.30422592,1059,0.124878459,0.164890811,0.899220586
750,EUR1995100,weekend,N,urban,280.1244202,11.66462231,-25.52241707,805,0.136946604,0.201713115,0.92089498
751,EUR1995100,weekend,N,rural_bare,278.7627563,11.41773701,-28.75938606,440,0.19590652,0.264260411,1.391620517
752,EUR1995101,workday,D,urban,293.6475525,18.53586388,-15.59072399,1369,0.127941102,0.194442093,0.51907146
753,EUR1995101,workday,D,rural_bare,292.9855042,17.42633247,-16.3604126,1208,0.137382075,0.20939979,0.583971083
754,EUR1995101,weekend,D,urban,293.5147095,18.50596809,-15.39601898,568,0.195058733,0.29621914,0.804205298
755,EUR1995101,weekend,D,rural_bare,292.7233582,17.5424099,-16.90537262,492,0.210936561,0.324702471,0.899085581
756,EUR1995101,workday,N,urban,281.6694946,11.77053547,-24.88229179,1890,0.090003498,0.130434021,0.612780988
757,EUR1995101,workday,N,rural_bare,280.3920288,11.02214813,-26.98770714,1602,0.092619695,0.131942227,0.680069089
758,EUR1995101,weekend,N,urban,281.6271973,11.59501076,-26.68145561,756,0.143089011,0.206108063,0.993075848
759,EUR1995101,weekend,N,rural_bare,280.170105,10.95414162,-27.90912437,659,0.142630368,0.202076122,1.062373757
760,EUR1995102,workday,D,urban,291.8363037,20.18441772,-18.47442436,1258,0.13806276,0.21470125,0.51420927
761,EUR1995102,workday,D,rural_bare,290.1412964,19.23973656,-20.29335403,1021,0.162273094,0.262612998,0.619573414
762,EUR1995102,weekend,D,urban,291.9022827,20.49775505,-19.3433876,481,0.224735409,0.351666152,0.815330207
763,EUR1995102,weekend,D,rural_bare,290.4060059,19.32330322,-20.54556465,378,0.275970846,0.447196275,1.049833536
764,EUR1995102,workday,N,urban,279.4713745,13.15592957,-27.1061306,2043,0.096759975,0.141299009,0.575016737
765,EUR1995102,workday,N,rural_bare,277.1833496,12.19500828,-28.8734417,1782,0.105007522,0.152643979,0.672611356
766,EUR1995102,weekend,N,urban,279.3903809,13.28654003,-27.93240356,808,0.158068314,0.229639068,0.933255911
767,EUR1995102,weekend,N,rural_bare,277.219635,12.31490803,-29.22396851,704,0.162675485,0.236146063,1.034169555
768,EUR1995103,workday,D,urban,293.9682007,19.23520088,-16.70868301,1322,0.135081157,0.205967501,0.526567936
769,EUR1995103,workday,D,rural_bare,290.5591431,18.29790306,-21.24929428,863,0.178816855,0.273461163,0.691284537
770,EUR1995103,weekend,D,urban,293.7952881,19.36732292,-17.75162506,572,0.208415672,0.319679677,0.793843091
771,EUR1995103,weekend,D,rural_bare,290.6946411,18.15364265,-21.76638222,389,0.26058948,0.401891232,1.038127899
772,EUR1995103,workday,N,urban,280.862854,12.52766132,-26.03870583,1811,0.100191981,0.148122564,0.619621217
773,EUR1995103,workday,N,rural_bare,278.6195679,12.39871025,-28.95608139,1335,0.118262753,0.163220659,0.752223074
774,EUR1995103,weekend,N,urban,280.8625488,12.85393047,-26.75702286,730,0.156610295,0.232790813,0.935874701
775,EUR1995103,weekend,N,rural_bare,278.4118347,12.73393917,-31.0802021,517,0.189611167,0.262113243,1.163640976
776,EUR1995104,workday,D,urban,291.8785706,18.47947121,-17.83924484,1226,0.14314492,0.215521544,0.582495391
777,EUR1995104,workday,D,rural_bare,290.1907959,17.28573227,-19.86732864,994,0.158362314,0.242649898,0.679540038
778,EUR1995104,weekend,D,urban,291.9708557,18.65746689,-18.16911316,544,0.222260088,0.339951783,0.88801831
779,EUR1995104,weekend,D,rural_bare,290.0236816,17.84572792,-19.90857887,447,0.248660758,0.389809489,1.009315729
780,EUR1995104,workday,N,urban,279.5930481,12.33197689,-27.81680298,1730,0.108885281,0.160285711,0.676784694
781,EUR1995104,workday,N,rural_bare,278.3177185,12.14997005,-29.31977463,1551,0.112267964,0.162864208,0.70496726
782,EUR1995104,weekend,N,urban,279.4876709,12.765769,-27.50430679,727,0.168985337,0.253894359,1.003190875
783,EUR1995104,weekend,N,rural_bare,278.0657654,12.58666801,-28.7733345,639,0.178808033,0.265573084,1.072164774
784,EUR1995105,workday,D,urban,291.4257202,22.33570862,-18.65275002,1409,0.132275611,0.202507973,0.44917801
785,EUR1995105,workday,D,rural_bare,291.4991455,23.33786583,-18.74824715,1081,0.174235821,0.277214885,0.553634167
786,EUR1995105,weekend,D,urban,291.0732422,22.55418396,-19.63044167,534,0.230901524,0.358989447,0.757627249
787,EUR1995105,weekend,D,rural_bare,291.4601746,22.99607468,-19.57010841,399,0.305143148,0.500270963,0.948234379
788,EUR1995105,workday,N,urban,279.1878052,14.43274689,-25.32758141,2244,0.092013612,0.132410228,0.507353902
789,EUR1995105,workday,N,rural_bare,277.8987122,13.37678242,-26.34823227,1936,0.09995725,0.139562026,0.607958019
790,EUR1995105,weekend,N,urban,278.8677979,14.8927145,-25.79997253,883,0.149381176,0.212433621,0.809930325
791,EUR1995105,weekend,N,rural_bare,277.6937561,13.57538223,-25.19510841,750,0.16501759,0.226331234,1.008182049
792,EUR1995106,workday,D,urban,292.7534485,18.5799942,-16.1452198,1287,0.131912276,0.203001767,0.525259316
793,EUR1995106,workday,D,rural_bare,292.101593,17.80544853,-19.06737709,1183,0.149977118,0.230927527,0.622193396
794,EUR1995106,weekend,D,urban,292.559845,18.07164383,-16.54139519,536,0.206255153,0.314578652,0.856598139
795,EUR1995106,weekend,D,rural_bare,291.9599304,16.9386425,-19.60352707,465,0.244466901,0.377990156,1.047594786
796,EUR1995106,workday,N,urban,280.8466797,11.58669949,-25.32500458,1933,0.088834099,0.12925899,0.608003855
797,EUR1995106,workday,N,rural_bare,279.8060608,10.77702999,-27.03337288,1742,0.090982519,0.131473899,0.67010659
798,EUR1995106,weekend,N,urban,280.7782593,11.49252892,-26.67477417,784,0.141354069,0.202641934,0.99120456
799,EUR1995106,weekend,N,rural_bare,279.754303,10.6462059,-27.67344475,694,0.147226989,0.209155336,1.120305777
800,EUR1995107,workday,D,urban,292.2514648,19.73831367,-15.63108349,1283,0.138728991,0.210959256,0.526710868
801,EUR1995107,workday,D,rural_bare,290.9077759,18.5140934,-18.80160904,1095,0.155151725,0.240013123,0.618485808
802,EUR1995107,weekend,D,urban,291.9606323,20.07423019,-16.89175987,556,0.206743285,0.315964907,0.753016412
803,EUR1995107,weekend,D,rural_bare,290.393158,18.65070534,-20.02071953,482,0.228276327,0.354236484,0.887911081
804,EUR1995107,workday,N,urban,279.5140381,12.00544071,-25.44865036,1845,0.09203624,0.13713257,0.594352067
805,EUR1995107,workday,N,rural_bare,278.7078247,11.46419239,-26.32888412,1648,0.096820168,0.144184127,0.651181936
806,EUR1995107,weekend,N,urban,279.3539124,11.9249649,-25.7790451,781,0.13793695,0.204314277,0.89994359
807,EUR1995107,weekend,N,rural_bare,278.6280823,11.31226921,-26.22642326,706,0.146114841,0.216867164,1.00293839
808,EUR1995108,workday,D,urban,292.7212524,19.32033348,-16.63987541,1377,0.124339923,0.191150993,0.474243969
809,EUR1995108,workday,D,rural_bare,292.2135925,18.22930336,-18.77679062,1160,0.152109191,0.240520179,0.611410618
810,EUR1995108,weekend,D,urban,292.2728577,19.73041344,-16.95671654,600,0.188986316,0.289955914,0.702355683
811,EUR1995108,weekend,D,rural_bare,291.6718445,17.94945145,-18.40930748,515,0.229295015,0.357045829,0.92835474
812,EUR1995108,workday,N,urban,280.0462341,12.52299404,-26.02051544,2047,0.088870227,0.130060226,0.55769521
813,EUR1995108,workday,N,rural_bare,279.1392517,11.72885704,-26.65280342,1861,0.093784399,0.137475923,0.624815762
814,EUR1995108,weekend,N,urban,279.7796326,12.63641167,-25.48949051,826,0.143467009,0.21008876,0.891749799
815,EUR1995108,weekend,N,rural_bare,278.8852234,11.94083214,-26.97074509,762,0.150675043,0.220243886,0.988582551
816,EUR1995109,workday,D,urban,290.8198242,20.87353706,-19.03201103,1156,0.149588868,0.23601678,0.526596844
817,EUR1995109,workday,D,rural_bare,291.0323792,20.81361961,-19.90994453,970,0.183330938,0.297207475,0.638132513
818,EUR1995109,weekend,D,urban,290.8879089,20.32407188,-19.61297417,459,0.248756617,0.388379455,0.891446233
819,EUR1995109,weekend,D,rural_bare,290.9077148,21.04132652,-20.7388382,368,0.303660929,0.490927249,1.043505549
820,EUR1995109,workday,N,urban,278.8977356,13.54593277,-27.03552246,2122,0.094253838,0.135950908,0.54948318
821,EUR1995109,workday,N,rural_bare,277.6290283,12.75484371,-27.78016663,1873,0.103565067,0.147133335,0.647443175
822,EUR1995109,weekend,N,urban,278.7500305,14.16088104,-27.5053978,824,0.154170379,0.223211303,0.86057657
823,EUR1995109,weekend,N,rural_bare,277.4050598,13.31934834,-28.71886444,733,0.165047273,0.235539421,0.981968045
824,EUR1995110,workday,D,urban,295.1678162,18.67951965,-16.0486393,1308,0.121422678,0.183371514,0.49518615
825,EUR1995110,workday,D,rural_bare,294.2710266,17.75164604,-17.03514671,1107,0.139777511,0.212935492,0.595447421
826,EUR1995110,weekend,D,urban,295.0518188,18.50426865,-15.67125988,546,0.188919857,0.28730768,0.776957154
827,EUR1995110,weekend,D,rural_bare,294.0400696,17.40527534,-16.8818512,464,0.220967427,0.339997798,0.954869449
828,EUR1995110,workday,N,urban,283.400238,12.1119709,-24.69644547,1741,0.087129779,0.126391754,0.57705456
829,EUR1995110,workday,N,rural_bare,281.0768127,11.33147621,-26.93790436,1491,0.089868501,0.129915997,0.637601614
830,EUR1995110,weekend,N,urban,283.4445801,12.08477116,-26.11133957,730,0.13772054,0.195783153,0.929732144
831,EUR1995110,weekend,N,rural_bare,281.134613,11.2130661,-28.55759239,595,0.145302251,0.207190335,1.049717546
832,EUR1995111,workday,D,urban,295.4387207,12.32798862,-24.51330948,1039,0.141484931,0.19502537,0.762220562
833,EUR1995111,workday,D,rural_bare,293.133728,10.71201134,-31.61188507,746,0.18684566,0.250566632,1.072318196
834,EUR1995111,weekend,D,urban,295.4560852,12.34276199,-24.010952,396,0.244904205,0.34632358,1.31679666
835,EUR1995111,weekend,D,rural_bare,293.1954651,10.76769257,-28.73549461,290,0.30086419,0.426372588,1.708738565
836,EUR1995111,workday,N,urban,283.7886047,7.566843033,-39.02925873,1776,0.070098847,0.098094627,0.742271721
837,EUR1995111,workday,N,rural_bare,282.5386353,6.556681633,-45.66757202,1238,0.084158421,0.112234704,0.996948123
838,EUR1995111,weekend,N,urban,283.9398804,7.391208172,-40.18846893,748,0.108043984,0.150607914,1.185768485
839,EUR1995111,weekend,N,rural_bare,282.6754456,6.170947552,-46.04099655,517,0.136425689,0.181602642,1.690306664
840,EUR1995112,workday,D,urban,294.2029114,19.4185257,-15.22445869,1226,0.130337,0.201470301,0.500135899
841,EUR1995112,workday,D,rural_bare,291.9430847,18.22302055,-19.42156601,896,0.164402425,0.252296329,0.652560174
842,EUR1995112,weekend,D,urban,293.9869995,19.31040382,-15.96336842,501,0.2001286,0.306229293,0.781690598
843,EUR1995112,weekend,D,rural_bare,291.4606323,18.27780914,-21.0276413,371,0.253968418,0.392846435,1.001488805
844,EUR1995112,workday,N,urban,281.1738892,12.11529255,-25.01833344,1808,0.091622129,0.134194046,0.597212613
845,EUR1995112,workday,N,rural_bare,279.0783997,11.16611099,-27.62951279,1320,0.101945959,0.142770782,0.738180101
846,EUR1995112,weekend,N,urban,281.0982361,12.1340723,-26.1891861,757,0.139319688,0.204678103,0.897028327
847,EUR1995112,weekend,N,rural_bare,278.9719849,11.30804634,-29.17308426,558,0.159933895,0.229532436,1.110644698
848,EUR1995113,workday,D,urban,294.5510864,16.44059181,-17.8301487,1097,0.125354454,0.185560435,0.591630876
849,EUR1995113,workday,D,rural_bare,291.5445251,14.09811401,-23.73781204,668,0.173570529,0.256557107,0.826966107
850,EUR1995113,weekend,D,urban,294.2098389,16.36068535,-17.71415138,474,0.193152845,0.280980408,0.940991938
851,EUR1995113,weekend,D,rural_bare,291.5759277,13.83814144,-23.85624123,280,0.248365209,0.373552829,1.234322429
852,EUR1995113,workday,N,urban,282.6559753,9.266881943,-29.58634758,2050,0.07497748,0.107390434,0.655561388
853,EUR1995113,workday,N,rural_bare,280.2874756,8.126014709,-33.74279785,1106,0.104380019,0.139704481,1.053575158
854,EUR1995113,weekend,N,urban,282.5944824,9.045091629,-30.43951035,828,0.118934669,0.170050785,1.066604495
855,EUR1995113,weekend,N,rural_bare,280.3497925,7.99777317,-32.83663559,420,0.162516892,0.219005972,1.685577989
856,EUR1995114,workday,D,urban,291.039093,21.51359558,-18.36159706,1318,0.138763398,0.216124862,0.479280889
857,EUR1995114,workday,D,rural_bare,290.469696,21.25998116,-19.6059761,1020,0.17332454,0.279616684,0.593778789
858,EUR1995114,weekend,D,urban,291.356842,21.77121353,-18.60448074,492,0.230450615,0.368216962,0.77085042
859,EUR1995114,weekend,D,rural_bare,290.7523193,21.38968086,-20.44507599,368,0.290967792,0.478749186,0.967130184
860,EUR1995114,workday,N,urban,278.7411804,13.77854347,-26.4561615,2221,0.091761552,0.131478474,0.532453895
861,EUR1995114,workday,N,rural_bare,277.3442688,13.20300674,-27.83598328,1904,0.102933034,0.144545555,0.631634772
862,EUR1995114,weekend,N,urban,278.5697632,13.94619465,-26.60931206,891,0.153388083,0.219509482,0.87578398
863,EUR1995114,weekend,N,rural_bare,277.315155,13.44438839,-28.15350533,751,0.169136584,0.238091692,1.008856654
864,EUR1995115,workday,D,urban,290.9705811,19.23683548,-19.33849144,1290,0.147398517,0.223732099,0.588734686
865,EUR1995115,workday,D,rural_bare,289.3951111,18.34169197,-20.84341812,852,0.196685523,0.297524154,0.78940028
866,EUR1995115,weekend,D,urban,291.1031799,18.79017448,-19.68253517,526,0.22933729,0.347900242,0.9227162
867,EUR1995115,weekend,D,rural_bare,288.9079895,19.14770889,-23.00227547,349,0.300063908,0.458843231,1.131445646
868,EUR1995115,workday,N,urban,278.245575,12.54448509,-26.67839241,2025,0.09726882,0.141262352,0.610606253
869,EUR1995115,workday,N,rural_bare,276.1369934,12.83685112,-28.53691483,1288,0.127886891,0.173047677,0.799278677
870,EUR1995115,weekend,N,urban,278.0787048,12.76057434,-28.41633797,829,0.15373145,0.223451525,0.949829221
871,EUR1995115,weekend,N,rural_bare,275.9059143,12.93674946,-31.60422516,501,0.209586665,0.277289391,1.313703775
872,EUR1995116,workday,D,urban,294.3678894,17.3254528,-16.86828041,1413,0.118964627,0.179062247,0.529275775
873,EUR1995116,workday,D,rural_bare,293.2134399,16.13564491,-21.40249252,1156,0.131589979,0.19715929,0.631291986
874,EUR1995116,weekend,D,urban,294.5724487,17.62114525,-18.15487099,574,0.177930459,0.263163894,0.795873523
875,EUR1995116,weekend,D,rural_bare,293.2937317,16.17752838,-21.77510834,494,0.202270821,0.300417066,0.974048376
876,EUR1995116,workday,N,urban,281.965271,10.01472092,-26.74621391,2077,0.082142927,0.117826343,0.664377809
877,EUR1995116,workday,N,rural_bare,280.4275513,9.001996994,-28.87584305,1687,0.089845948,0.127451941,0.80672127
878,EUR1995116,weekend,N,urban,281.9735107,10.04646397,-27.24401093,858,0.128443226,0.181041867,1.055739641
879,EUR1995116,weekend,N,rural_bare,280.1339111,8.850280762,-28.46087646,670,0.141558528,0.201447248,1.297768235
880,EUR1995117,workday,D,urban,291.2544556,21.79101753,-18.57263184,1239,0.141045377,0.225466311,0.475860357
881,EUR1995117,workday,D,rural_bare,290.6045227,21.88511086,-20.75120735,984,0.173724204,0.280409753,0.575289547
882,EUR1995117,weekend,D,urban,291.1183472,22.00907898,-18.81514359,481,0.232838482,0.368007541,0.781061888
883,EUR1995117,weekend,D,rural_bare,290.9267578,21.333004,-20.13801956,358,0.292850852,0.47525388,0.971585453
884,EUR1995117,workday,N,urban,278.7323914,13.89803219,-25.8346653,2225,0.094441146,0.135057271,0.545670569
885,EUR1995117,workday,N,rural_bare,277.2926636,13.37739944,-27.3979187,1768,0.107715413,0.145456105,0.676116943
886,EUR1995117,weekend,N,urban,278.348877,14.2364521,-25.83958244,905,0.149763003,0.214752644,0.842285156
887,EUR1995117,weekend,N,rural_bare,276.9529724,13.51817608,-27.91812515,711,0.165622115,0.221291214,1.031821728
888,EUR1995118,workday,D,urban,293.4855347,19.53326797,-15.90904999,1296,0.124260336,0.191570327,0.473619878
889,EUR1995118,workday,D,rural_bare,293.1455383,18.66706657,-17.52960205,1117,0.152751863,0.243710414,0.596871316
890,EUR1995118,weekend,D,urban,293.3673401,19.62268448,-16.35781097,582,0.184793413,0.282721162,0.702638209
891,EUR1995118,weekend,D,rural_bare,292.8314514,18.70757675,-17.73318863,493,0.224409401,0.345863312,0.898453772
892,EUR1995118,workday,N,urban,280.7738342,12.63628769,-25.48326111,2045,0.089358114,0.130849317,0.555636764
893,EUR1995118,workday,N,rural_bare,279.4981384,12.00749207,-27.07991028,1853,0.091043778,0.133549809,0.595296264
894,EUR1995118,weekend,N,urban,280.6565857,12.73800278,-25.51957893,817,0.14315255,0.21140945,0.879317343
895,EUR1995118,weekend,N,rural_bare,279.3782654,12.08946228,-27.1777401,736,0.1507781,0.224172041,0.969459057
896,EUR1995119,workday,D,urban,295.5117798,13.53110504,-22.96678734,1028,0.130680084,0.191030458,0.70457226
897,EUR1995119,workday,D,rural_bare,293.5450745,12.74428272,-27.57131767,875,0.141230598,0.203445598,0.847611725
898,EUR1995119,weekend,D,urban,295.5162964,13.89074421,-22.59428787,405,0.218162969,0.324100852,1.124425173
899,EUR1995119,weekend,D,rural_bare,293.5791931,12.90757847,-26.62252045,353,0.214902356,0.314546555,1.244652987
900,EUR1995119,workday,N,urban,282.9595947,7.622676849,-35.21681213,1962,0.066264853,0.093906969,0.705211461
901,EUR1995119,workday,N,rural_bare,281.8013,6.819809914,-39.55605316,1723,0.06839063,0.096533597,0.815109968
902,EUR1995119,weekend,N,urban,282.7877808,7.649585247,-33.61771774,798,0.109204926,0.152982622,1.173499942
903,EUR1995119,weekend,N,rural_bare,281.5769958,6.833881378,-38.23219299,712,0.111057475,0.154833227,1.340803862
904,EUR1995120,workday,D,urban,294.1563416,16.23134995,-18.27712631,1357,0.118139841,0.175568432,0.567907155
905,EUR1995120,workday,D,rural_bare,292.7681274,15.36471367,-22.87508583,1244,0.128717735,0.190882355,0.656416059
906,EUR1995120,weekend,D,urban,294.1911316,16.29277992,-18.29335976,562,0.183672696,0.264926791,0.903306842
907,EUR1995120,weekend,D,rural_bare,292.6477356,15.68113327,-23.52685547,520,0.193242982,0.28311789,0.977246642
908,EUR1995120,workday,N,urban,282.3231201,9.518274307,-27.33643532,2151,0.077322096,0.1111499,0.655738056
909,EUR1995120,workday,N,rural_bare,281.1087341,8.646018028,-28.34586143,1920,0.080488004,0.116768047,0.739919901
910,EUR1995120,weekend,N,urban,282.2320251,9.532716751,-28.52921486,886,0.118987791,0.169448435,1.017975092
911,EUR1995120,weekend,N,rural_bare,280.931488,8.372927666,-29.18754387,800,0.124935634,0.179418907,1.202173352
912,EUR1995121,workday,D,urban,293.9424744,17.44017601,-15.99042892,1472,0.116288103,0.174005151,0.504736066
913,EUR1995121,workday,D,rural_bare,292.3912659,15.88512802,-17.78391838,1089,0.136877537,0.20543845,0.630927384
914,EUR1995121,weekend,D,urban,293.6910706,17.57837677,-16.30511093,601,0.175602406,0.261260629,0.766317904
915,EUR1995121,weekend,D,rural_bare,292.300415,15.87279129,-18.72312737,445,0.21327427,0.328325063,0.979335129
916,EUR1995121,workday,N,urban,282.2785645,11.89819241,-24.01589584,1880,0.085990906,0.124439701,0.578520954
917,EUR1995121,workday,N,rural_bare,280.4770508,11.09264088,-26.88554573,1322,0.096899502,0.138617441,0.69830507
918,EUR1995121,weekend,N,urban,282.2876587,12.05324459,-25.17707443,743,0.141187623,0.204732299,0.937120974
919,EUR1995121,weekend,N,rural_bare,280.6009521,11.21834373,-27.71978188,552,0.154764682,0.218197942,1.115219593
920,EUR1995122,workday,D,urban,295.2925415,16.92927933,-16.54265404,1223,0.113539599,0.167713463,0.525611877
921,EUR1995122,workday,D,rural_bare,292.7479248,15.64104366,-23.98070335,960,0.14193815,0.213660389,0.695763111
922,EUR1995122,weekend,D,urban,295.2471619,17.03671074,-17.78175354,504,0.174494177,0.255889058,0.812581956
923,EUR1995122,weekend,D,rural_bare,292.8306274,16.08155823,-24.95251465,374,0.217605665,0.318356156,1.070100784
924,EUR1995122,workday,N,urban,283.9377136,10.37787724,-25.80735588,1944,0.08304359,0.119220436,0.646673739
925,EUR1995122,workday,N,rural_bare,280.8974915,8.702933311,-28.86658096,1396,0.092122599,0.13386324,0.83528316
926,EUR1995122,weekend,N,urban,283.8638,10.42512321,-26.34410095,791,0.126881942,0.181326702,0.9888708
927,EUR1995122,weekend,N,rural_bare,280.5718384,8.663009644,-29.02219582,570,0.142337278,0.206995979,1.305599332
928,EUR1995123,workday,D,urban,292.1133423,18.88160324,-15.27003956,1353,0.119115703,0.184053034,0.463456124
929,EUR1995123,workday,D,rural_bare,291.0690613,17.45182991,-18.54267693,1136,0.144694448,0.223778427,0.605520785
930,EUR1995123,weekend,D,urban,291.9335022,18.20154762,-16.18063164,566,0.188007936,0.286833107,0.756713748
931,EUR1995123,weekend,D,rural_bare,290.9422913,17.1241684,-19.79528618,443,0.230719611,0.358903199,0.976028383
932,EUR1995123,workday,N,urban,280.5084839,12.01212311,-25.02018738,1887,0.086017542,0.125855893,0.563619375
933,EUR1995123,workday,N,rural_bare,279.2430725,11.1279707,-26.56882858,1639,0.090028383,0.131269947,0.637128234
934,EUR1995123,weekend,N,urban,280.6091614,12.00129128,-24.87420464,807,0.129614756,0.189997002,0.850315452
935,EUR1995123,weekend,N,rural_bare,279.2051086,11.00131321,-26.65663719,701,0.13646695,0.201098919,0.968863428
936,EUR1995124,workday,D,urban,291.7569885,20.22238159,-17.58852386,1407,0.140388891,0.211397842,0.526564479
937,EUR1995124,workday,D,rural_bare,290.2249451,19.54557991,-19.72619629,1051,0.179465413,0.270603836,0.679274261
938,EUR1995124,weekend,D,urban,292.1465149,19.70342636,-18.1640377,565,0.21135816,0.318848938,0.807930827
939,EUR1995124,weekend,D,rural_bare,290.9901123,18.7669239,-20.68037224,425,0.260096043,0.398617387,0.99828887
940,EUR1995124,workday,N,urban,279.0166626,13.36349773,-26.25176811,1973,0.095819406,0.139711231,0.563361108
941,EUR1995124,workday,N,rural_bare,277.5597534,12.89352703,-27.27006531,1556,0.108937934,0.1512492,0.677784622
942,EUR1995124,weekend,N,urban,278.9405212,13.63478851,-26.08297539,823,0.153101817,0.222874656,0.882695973
943,EUR1995124,weekend,N,rural_bare,277.5088806,13.32519436,-26.72787666,631,0.17157717,0.242035404,1.009524584
944,EUR1995125,workday,D,urban,294.3690491,17.96339607,-15.72225761,1387,0.11844749,0.178013653,0.506969512
945,EUR1995125,workday,D,rural_bare,293.6514587,16.92140388,-17.16045189,1079,0.142657876,0.213997424,0.629442692
946,EUR1995125,weekend,D,urban,294.0315857,17.86349106,-16.0574894,564,0.186189383,0.27782923,0.803949773
947,EUR1995125,weekend,D,rural_bare,293.3858948,16.87890434,-18.00749207,439,0.228474855,0.345419288,1.01284194
948,EUR1995125,workday,N,urban,281.9997253,11.90005779,-25.17326164,1803,0.088708185,0.130393431,0.586923718
949,EUR1995125,workday,N,rural_bare,280.2527771,11.32073402,-27.42063141,1362,0.10104464,0.144422382,0.713549972
950,EUR1995125,weekend,N,urban,281.916626,11.99034691,-25.64596748,730,0.148960531,0.217001677,0.981625259
951,EUR1995125,weekend,N,rural_bare,280.2061157,11.55397415,-27.15494156,574,0.164216802,0.232104734,1.13376236
952,EUR1995126,workday,D,urban,292.6430359,19.51728058,-16.90070343,1646,0.113075063,0.169633523,0.441602618
953,EUR1995126,workday,D,rural_bare,291.5314941,18.71290588,-19.17907524,1204,0.145971656,0.219942048,0.581470788
954,EUR1995126,weekend,D,urban,292.3287354,19.84619904,-17.59112358,647,0.178389579,0.268227309,0.689629078
955,EUR1995126,weekend,D,rural_bare,291.4493103,18.78252792,-19.64300919,465,0.233106405,0.353200048,0.924345136
956,EUR1995126,workday,N,urban,280.2990112,13.34235382,-25.63525963,2128,0.082231052,0.118316822,0.493447185
957,EUR1995126,workday,N,rural_bare,279.151123,12.91283226,-27.08730507,1693,0.094467394,0.130717158,0.594340682
958,EUR1995126,weekend,N,urban,280.206604,13.37983322,-25.06208801,889,0.128853187,0.185253844,0.771112621
959,EUR1995126,weekend,N,rural_bare,278.9783325,13.03511143,-27.1079216,700,0.144058987,0.198285669,0.898932993
960,EUR1995127,workday,D,urban,293.5534363,17.56583595,-15.8098278,1371,0.12868236,0.196135759,0.55523777
961,EUR1995127,workday,D,rural_bare,294.3812561,15.59364891,-27.44281197,221,0.590224087,0.726121485,2.025658607
962,EUR1995127,weekend,D,urban,293.4735413,17.90572357,-17.31739044,544,0.198746666,0.300791055,0.845473588
963,EUR1995127,weekend,D,rural_bare,293.5753174,16.31413078,-23.5562439,82,1.00845623,1.231989622,3.190452099
